wl_um,n,k
3.76,2.25697894737,0.001
3.77,2.25662807018,0.001
3.78,2.25627719298,0.001
3.79,2.256,0.001
3.8,2.256,0.001
3.81,2.256,0.001
3.82,2.256,0.001
3.83,2.256,0.001
3.84,2.256,0.001
3.85,2.256,0.001
3.86,2.256,0.001
3.87,2.256,0.001
3.88,2.256,0.00086798679868
3.89,2.256,0.00053795379538
3.9,2.256,0.000207920792079
3.91,2.256,0
3.92,2.256,0
3.93,2.256,0
3.94,2.25590415335,0
3.95,2.25558466454,0
3.96,2.25526517572,0
3.97,2.255,0
3.98,2.255,0
3.99,2.255,0
4,2.255,0
4.01,2.255,0
4.02,2.255,0
4.03,2.255,0
4.04,2.25476452599,0
4.05,2.2544587156,0
4.06,2.2541529052,0
4.07,2.254,0
4.08,2.254,0
4.09,2.254,0
4.1,2.254,0
4.11,2.254,0
4.12,2.254,0
4.13,2.254,0
4.14,2.25377391304,0
4.15,2.25348405797,0
4.16,2.2531942029,0
4.17,2.253,0
4.18,2.253,0
4.19,2.253,0
4.2,2.253,0
4.21,2.25276685393,0
4.22,2.25248595506,0
4.23,2.25220505618,0
4.24,2.252,0
4.25,2.252,0
4.26,2.252,0
4.27,2.252,0
4.28,2.252,0
4.29,2.252,0
4.3,2.252,0
4.31,2.252,0
4.32,2.25174133333,0
4.33,2.25147466667,0
4.34,2.251208,0
4.35,2.251,5.75916230366e-05
4.36,2.251,0.000319371727749
4.37,2.251,0.000581151832461
4.38,2.251,0.000842931937173
4.39,2.251,0.001
4.4,2.251,0.001
4.41,2.251,0.001
4.42,2.251,0.001
4.43,2.25086835443,0.001
4.44,2.25061518987,0.001
4.45,2.25036202532,0.001
4.46,2.25010886076,0.001
4.47,2.25,0.001
4.48,2.25,0.001
4.49,2.25,0.001
4.5,2.25,0.001
4.51,2.25,0.001
4.52,2.25,0.001
4.53,2.25,0.001
4.54,2.25,0.001
4.55,2.25,0.001
4.56,2.25,0.001
4.57,2.25,0.001
4.58,2.25,0.001
4.59,2.25,0.001
4.6,2.25,0.001
4.61,2.25,0.001
4.62,2.25,0.001
4.63,2.25,0.001
4.64,2.25,0.001
4.65,2.25,0.001
4.66,2.25,0.001
4.67,2.25,0.001
4.68,2.24983900227,0.001
4.69,2.2496122449,0.001
4.7,2.24938548753,0.001
4.71,2.24915873016,0.001
4.72,2.249,0.001
4.73,2.249,0.001
4.74,2.249,0.001
4.75,2.249,0.001
4.76,2.249,0.001
4.77,2.249,0.001
4.78,2.249,0.001
4.79,2.249,0.001
4.8,2.249,0.001
4.81,2.249,0.000950749464668
4.82,2.249,0.000736616702355
4.83,2.249,0.000522483940043
4.84,2.249,0.00030835117773
4.85,2.249,9.42184154176e-05
4.86,2.24888235294,0
4.87,2.24867226891,0
4.88,2.24846218487,0
4.89,2.24825210084,0
4.9,2.24804201681,0
4.91,2.248,0
4.92,2.248,0
4.93,2.248,0
4.94,2.248,0
4.95,2.248,0
4.96,2.248,0.000191919191919
4.97,2.248,0.000393939393939
4.98,2.248,0.00059595959596
4.99,2.248,0.00079797979798
5,2.248,0.001
5.01,2.2478019802,0.001
5.02,2.2476039604,0.001
5.03,2.24740594059,0.001
5.04,2.24720792079,0.001
5.05,2.24700990099,0.001
5.06,2.247,0.001
5.07,2.247,0.001
5.08,2.247,0.001
5.09,2.247,0.001
5.1,2.247,0.001
5.11,2.247,0.000847908745247
5.12,2.247,0.000657794676806
5.13,2.247,0.000467680608365
5.14,2.247,0.000277566539924
5.15,2.247,8.74524714829e-05
5.16,2.24689944134,0
5.17,2.2467132216,0
5.18,2.24652700186,0
5.19,2.24634078212,0
5.2,2.24615456238,0
5.21,2.246,0
5.22,2.246,0
5.23,2.246,0
5.24,2.246,0
5.25,2.246,0
5.26,2.246,0
5.27,2.246,0
5.28,2.246,0
5.29,2.246,0
5.3,2.246,0
5.31,2.246,0
5.32,2.24598426573,0
5.33,2.24580944056,0
5.34,2.24563461538,0
5.35,2.24545979021,0
5.36,2.24528496503,0
5.37,2.24511013986,0
5.38,2.24493675214,0
5.39,2.24476581197,0
5.4,2.24459487179,0
5.41,2.24442393162,0
5.42,2.24425299145,0
5.43,2.24408205128,0
5.44,2.244,0
5.45,2.244,0
5.46,2.244,0
5.47,2.244,0
5.48,2.244,0
5.49,2.244,0
5.5,2.24390998363,0
5.51,2.24374631751,0
5.52,2.24358265139,0
5.53,2.24341898527,0
5.54,2.24325531915,0
5.55,2.24309165303,0
5.56,2.24292948718,0
5.57,2.24276923077,0
5.58,2.24260897436,0
5.59,2.24244871795,0
5.6,2.24228846154,0
5.61,2.24212820513,0
5.62,2.242,0
5.63,2.242,0
5.64,2.242,0
5.65,2.242,0
5.66,2.242,0
5.67,2.242,0
5.68,2.242,0
5.69,2.24187442573,0
5.7,2.24172128637,0
5.71,2.24156814701,0
5.72,2.24141500766,0
5.73,2.2412618683,0
5.74,2.24110872894,0
5.75,2.24095665172,0
5.76,2.24080717489,0
5.77,2.24065769806,0
5.78,2.24050822123,0
5.79,2.24035874439,0
