wl_um,n,k
4.06,2.00036371351,8.09884063056e-41
4.07,2.0000784437,1.39752292518e-40
4.08,1.99979251807,2.3880904301e-40
4.09,1.99950580546,4.03801814889e-40
4.1,1.99921835316,6.74752979104e-40
4.11,1.99893020059,1.11234167665e-39
4.12,1.99864120015,1.80561072667e-39
4.13,1.9983512108,3.00474274289e-39
4.14,1.99806052344,5.03215035488e-39
4.15,1.99776901437,8.33953700473e-39
4.16,1.99747676876,1.36573881541e-38
4.17,1.99718379548,2.20643978903e-38
4.18,1.99688996576,3.50943876138e-38
4.19,1.99659514714,5.67954791589e-38
4.2,1.99629980263,9.30501570511e-38
4.21,1.99600348987,1.50816290141e-37
4.22,1.99570634492,2.41444339381e-37
4.23,1.99540852724,3.8095913058e-37
4.24,1.99511002508,5.90841723244e-37
4.25,1.99481044015,9.49623578383e-37
4.26,1.99450995413,1.5201788616e-36
4.27,1.9942087366,2.40451043324e-36
4.28,1.99390683381,3.75090231376e-36
4.29,1.9936042156,5.75668542396e-36
4.3,1.99330058854,8.93657002337e-36
4.31,1.99299616328,1.41034110181e-35
4.32,1.99269088545,2.19970678771e-35
4.33,1.99238482372,3.38445067006e-35
4.34,1.9920780678,5.12366194222e-35
4.35,1.99177052446,7.79081413327e-35
4.36,1.991461916,1.21092732036e-34
4.37,1.99115257785,1.8593886652e-34
4.38,1.99084244165,2.81550028173e-34
4.39,1.99053145156,4.19366242173e-34
4.4,1.99021961784,6.31688261421e-34
4.41,1.98990695177,9.6565930967e-34
4.42,1.98959343107,1.45772509502e-33
4.43,1.98927909861,2.1683116204e-33
4.44,1.98896405229,3.16826716223e-33
4.45,1.98864805572,4.771905235e-33
4.46,1.98833110852,7.16654711608e-33
4.47,1.98801338359,1.06168772927e-32
4.48,1.98769493933,1.54747677878e-32
4.49,1.98737567643,2.25434058903e-32
4.5,1.98705526644,3.36350540709e-32
4.51,1.98673410498,4.95380285702e-32
4.52,1.98641221576,7.18554403717e-32
4.53,1.98608959851,1.02322184961e-31
4.54,1.98576594918,1.51228125382e-31
4.55,1.98544138155,2.21121630647e-31
4.56,1.98511610568,3.18598550314e-31
4.57,1.98479023093,4.50931799408e-31
4.58,1.9844631341,6.53055432016e-31
4.59,1.98413521528,9.46913145528e-31
4.6,1.98380644975,1.35351534809e-30
4.61,1.98347683774,1.901843459e-30
4.62,1.98314647907,2.71450639065e-30
4.63,1.98281504765,3.90034745837e-30
4.64,1.98248282336,5.52454408594e-30
4.65,1.98214986043,7.69118838822e-30
4.66,1.98181589913,1.08761579032e-29
4.67,1.9814810598,1.54719717339e-29
4.68,1.98114536522,2.16933604446e-29
4.69,1.98080880535,2.98907527344e-29
4.7,1.98047143002,4.20457277652e-29
4.71,1.98013300996,5.91797226556e-29
4.72,1.97979386826,8.20514784877e-29
4.73,1.9794541287,1.11686794551e-28
4.74,1.97911299666,1.56945493991e-28
4.75,1.97877108308,2.18363369138e-28
4.76,1.97842848934,2.99050679075e-28
4.77,1.97808522589,4.06147964223e-28
4.78,1.97774062265,5.65883042223e-28
4.79,1.97739524335,7.77518067e-28
4.8,1.97704911065,1.05053170937e-27
4.81,1.976701962,1.43317219867e-27
4.82,1.97635384261,1.97185478189e-27
4.83,1.97600496324,2.67270923261e-27
4.84,1.97565532829,3.55729578687e-27
4.85,1.97530445157,4.89076642198e-27
4.86,1.97495280457,6.63820932127e-27
4.87,1.97460039809,8.86414609967e-27
4.88,1.97424699144,1.18889877424e-26
4.89,1.97389254926,1.61379370519e-26
4.9,1.97353734564,2.15813514648e-26
4.91,1.97318137304,2.83716949749e-26
4.92,1.97282435584,3.84690537489e-26
4.93,1.97246643621,5.14482592815e-26
4.94,1.97210769005,6.76741051245e-26
4.95,1.97174804296,9.00610335169e-26
4.96,1.97138723856,1.20349551156e-25
4.97,1.97102567837,1.58352190396e-25
4.98,1.97066336149,2.07340820005e-25
4.99,1.97029987302,2.76589546577e-25
5,1.96993550669,3.63648503845e-25
5.01,1.96957022895,4.6985575531e-25
5.02,1.9692040947,6.25288406218e-25
5.03,1.96883705355,8.20715928864e-25
5.04,1.96846913526,1.05937191626e-24
5.05,1.968099977,1.39161608055e-24
5.06,1.96773006915,1.82252009993e-24
5.07,1.9673594871,2.34869356207e-24
5.08,1.96698777333,3.05060760167e-24
5.09,1.96661501471,3.98404254326e-24
5.1,1.96624149267,5.1232195305e-24
5.11,1.96586692509,6.59297437665e-24
5.12,1.96549120467,8.58296334286e-24
5.13,1.96511480455,1.10063324204e-23
5.14,1.96473759867,1.40528041398e-23
5.15,1.96435914483,1.82260883432e-23
5.16,1.96397993228,2.32929834369e-23
5.17,1.96359979491,2.95530561097e-23
5.18,1.96321856514,3.81737795452e-23
5.19,1.9628366031,4.85961545751e-23
5.2,1.96245372815,6.13327725456e-23
5.21,1.96206950176,7.88849807206e-23
5.22,1.96168451881,1.00007009497e-22
5.23,1.961298625,1.25702220904e-22
5.24,1.9609115869,1.60921713835e-22
5.25,1.96052382024,2.03056450848e-22
5.26,1.96013511049,2.54394772446e-22
5.27,1.95974525847,3.24053656447e-22
5.28,1.95935459391,4.06859926284e-22
5.29,1.95896276247,5.08589139224e-22
5.3,1.95857004257,6.44477814781e-22
5.31,1.95817657566,8.04789487541e-22
5.32,1.95778183713,1.00447092276e-21
5.33,1.95738604829,1.26598765449e-21
5.34,1.95698963007,1.5719098555e-21
5.35,1.95659219127,1.96021091713e-21
5.36,1.95619360335,2.45612828145e-21
5.37,1.95579427143,3.03099479014e-21
5.38,1.95539357116,3.78059638985e-21
5.39,1.95499201402,4.70841629645e-21
5.4,1.95458981807,5.77248951902e-21
5.41,1.95418607079,7.20639787803e-21
5.42,1.95378160239,8.91748095227e-21
5.43,1.95337644394,1.08938055837e-20
5.44,1.95296968505,1.35766152634e-20
5.45,1.95256228825,1.66867540072e-20
5.46,1.95215400702,2.04201124106e-20
5.47,1.95174433095,2.52811200729e-20
5.48,1.95133398445,3.0850600997e-20
5.49,1.9509225237,3.78451872436e-20
5.5,1.95051009156,4.65259864485e-20
5.51,1.95009702667,5.63373382289e-20
5.52,1.949682345,6.93356899847e-20
5.53,1.94926679988,8.4623917178e-20
5.54,1.94885035606,1.02295484112e-19
5.55,1.94843255539,1.25615755182e-19
5.56,1.94801413934,1.52125593553e-19
5.57,1.94759465214,1.84552443766e-19
5.58,1.94717391047,2.24945196272e-19
5.59,1.94675248403,2.70186277911e-19
5.6,1.94632964755,3.29257556977e-19
5.61,1.94590605574,3.98161102457e-19
5.62,1.94548165219,4.77631274498e-19
5.63,1.94505564717,5.80745060854e-19
5.64,1.94462900432,6.964513483e-19
5.65,1.94420116603,8.39540771304e-19
5.66,1.94377232986,1.01262649931e-18
5.67,1.94334288468,1.20401915097e-18
5.68,1.9429115688,1.45911216709e-18
5.69,1.9424796525,1.74513310878e-18
5.7,1.94204668539,2.08581700369e-18
5.71,1.94161253542,2.507223452e-18
5.72,1.94117779806,2.97131614738e-18
5.73,1.94074152366,3.57283031958e-18
5.74,1.94030442551,4.25764835982e-18
5.75,1.93986621287,5.05517163328e-18
5.76,1.93942668638,6.05132312075e-18
5.77,1.93898657825,7.14463895184e-18
5.78,1.93854496538,8.53719059635e-18
5.79,1.93810245631,1.01298187166e-17
5.8,1.93765885629,1.19659989104e-17
5.81,1.9372141065,1.42550760812e-17
5.82,1.9367688164,1.67530127217e-17
5.83,1.93632173608,1.99243607046e-17
5.84,1.93587388732,2.35233122792e-17
5.85,1.93542503642,2.76799219944e-17
5.86,1.93497484644,3.28003477891e-17
5.87,1.93452409869,3.83468066716e-17
5.88,1.93407167993,4.54493766864e-17
5.89,1.93361848684,5.33586632527e-17
5.9,1.93316399214,6.26240122257e-17
5.91,1.93270844312,7.37755078715e-17
5.92,1.93225239108,8.58268932888e-17
5.93,1.93179427052,1.01402882322e-16
5.94,1.93133567212,1.18317510655e-16
5.95,1.93087591931,1.38624263908e-16
5.96,1.93041497515,1.62273276193e-16
5.97,1.92995308347,1.88580494495e-16
5.98,1.92948959956,2.21359703319e-16
5.99,1.92902558635,2.56547187582e-16
6,1.92855989922,3.00422301388e-16
6.01,1.9280934567,3.49278868818e-16
6.02,1.92762585232,4.05797265932e-16
6.03,1.92715713855,4.73005177535e-16
6.04,1.92668786089,5.45646522596e-16
6.05,1.92621652687,6.37432386879e-16
6.06,1.92574466499,7.35612080183e-16
6.07,1.92527120162,8.55219319278e-16
6.08,1.92479686327,9.89509827565e-16
6.09,1.92432140679,1.1425641491e-15
