wavelength_nm,angle=0|pol=p|R,angle=0|pol=s|R,angle=30|pol=p|R,angle=30|pol=s|R,angle=45|pol=p|R,angle=45|pol=s|R
508.0,0.0030851986939433784,0.0030851986939433784,0.0029141167285942036,0.009564743997138825,0.0004449371439623547,0.02437605677692042
508.25,0.0031727893596578483,0.0031727893596578483,0.002915638412324199,0.009629120687753522,0.00043808732471012064,0.024283493429014126
508.5,0.003261413346613901,0.003261413346613901,0.00291758889160719,0.00969282688276121,0.0004326314879794466,0.024189345715805353
508.75,0.00335105545092768,0.00335105545092768,0.002919963963930897,0.00975584981254289,0.0004285577907708785,0.02409363319833882
509.0,0.0034417002015078788,0.0034417002015078788,0.002922759382524878,0.009818176959200755,0.0004258542782635413,0.0239963756607562
509.25,0.003533331868604701,0.003533331868604701,0.0029259708586478915,0.009879796057988804,0.00042450888687001464,0.02389759310529931
509.5,0.0036259344723496172,0.0036259344723496172,0.0029295940638370817,0.009940695098633287,0.0004245094472708794,0.023797305747314663
509.75,0.0037194917912793776,0.0037194917912793776,0.0029336246321203453,0.010000862326544114,0.0004258436874283636,0.02369553401026434
510.0,0.003813987370840443,0.003813987370840443,0.0029380581621904988,0.010060286243920287,0.0004284992355795463,0.023592298520740837
510.25,0.003907690362590329,0.003907690362590329,0.0029426080888534283,0.010117768878933215,0.00043257713984292155,0.023490104455324803
510.5,0.004002253007031423,0.004002253007031423,0.0029475189243857347,0.01017447726640852,0.00043790630831566006,0.023386496050399264
510.75,0.004097658632353392,0.004097658632353392,0.0029527865405583054,0.010230401258923383,0.0004444748326608097,0.02328149403598921
511.0,0.004193890384750911,0.004193890384750911,0.0029584067873831654,0.01028553096330032,0.00045227071986277166,0.023175119319822548
511.25,0.004290931236323895,0.004290931236323895,0.002964375494904119,0.010339856741040382,0.00046128189488707836,0.023067392982599612
511.5,0.004388763992933597,0.004388763992933597,0.0029706884749511387,0.010393369208664186,0.00047149620331956893,0.022958336273273545
511.75,0.004487371302012133,0.004487371302012133,0.0029773415228609664,0.010446059237966035,0.00048290141398575664,0.02284797060433747
512.0,0.004586735660322611,0.004586735660322611,0.002984330419162483,0.010497917956181045,0.0004954852215490729,0.02273631754712191
512.25,0.004686839421666014,0.004686839421666014,0.00299165093122751,0.010548936746066209,0.0005092352490884281,0.022623398827102324
512.5,0.004787664804532805,0.004787664804532805,0.0029992988148868577,0.010599107245899787,0.0005241390506551065,0.022509236319216575
512.75,0.004889193899696208,0.004889193899696208,0.0030072698160125474,0.01064842134939737,0.0005401841138081151,0.022393852043192723
513.0,0.004991408677745049,0.004991408677745049,0.0030155596720652777,0.010696871205548079,0.0005573578621284386,0.022277268158889467
513.25,0.0050942909965521616,0.0050942909965521616,0.003024164113608208,0.010744449218373586,0.0005756476577119922,0.022159506961645644
513.5,0.00519782260867846,0.00519782260867846,0.0030330788657868986,0.01079114804660795,0.0005950408036406755,0.022040590877643575
